Month,Year,Comments
9,2023,"Enjoyed the love and hospitality. Jerk chicken, limestone, almonds."
9,2023,Don't worry be happy.
9,2023,Very nice people thank you.
9,2023,Needs more ac.
9,2023,It is horribly unclear which currency to use.
9,2023,Improvement needed at fast food personnel. Trainings could be offered or incentives.
9,2023,Make sure your system is working for checking out.
9,2023,The lack of detail in regards to excursions at the resort.
9,2023,"I loved the culture, people, music, food and adventure. Irie Jamaica, no problem."
9,2023,The government takes too long to execute business transactions. That's my relationship.
9,2023,Jamaica National Bank has the worst experiences.
9,2023,The taxi services need to have someone telling passa.
9,2023,Improve roads to Port Antonio.
9,2023,Always love Jamaica despite the many negative news. Will make it my retirement home.
9,2023,Customer service is the government agency needs better customer service.
9,2023,We need more clutter stuff to come back music is nasty.
9,2023,Better infrastructure (roads) and overall driving skills and law enforcement.
9,2023,Custom employees need to be more friendly. 1st folks to give a good impression of Ja.
9,2023,"The attitude of the people in Jamaica, needs to change."
9,2023,Needs more street light. Makes it hard to be safe. Where is tourist attractions for Kingston not even a welcome sign.
9,2023,The money value is trash.
9,2023,Government sell we out no bad experiences this. Tell Usain Bolt seh the food at the restaurant no taste good. The roads in Kingston needs fixing.
9,2023,Jamaica is getting better. God bless her.
9,2023,The roads need fixing. The infrastructure needs work.
9,2023,"Fix the roads, They really ruin the travel experience."
9,2023,Didn't want to leave.
9,2023,Country is beautiful but the government needs to be stern to get the job. More conversations about the situation.
9,2023,Expected better roads in major cities.
9,2023,Jamaica lacks customer service.
9,2023,Thank you for the amazing hospitality.
9,2023,Improve customs.
9,2023,Airport entry is a mess. Lots of confusion at immigration.
9,2023,Immigration is very confusing and congested. More booths are needed.
9,2023,"Very hot country, no one has air conditioning, power outages."
9,2023,Fantastic visit - customs only thing crazy.
9,2023,Airport employees were rude.
9,2023,Beautiful wonderful living place enjoyed my birthday.
9,2023,Stress to transport drivers. We like safe driving.
9,2023,Music should be more worldwide.
9,2023,We read on the internet that the airport was renovated. It is very disappointing to see no changes.
9,2023,Trash in natural areas.
9,2023,Fix the airport or the road and pay people their wages.
9,2023,I have visit many times to donate to school. You can learn about us ww.havingpurpose.org
9,2023,Customer service needs improvement.
9,2023,The country needs to start finding ways to boost the economy and affordable cost of living.
11,2023,Great time in Jamaica.
11,2023,Thanks for a great stay.
11,2023,"Love Jamaica, people were friendly and respectful."
11,2023,It was amazing! Can't wait to come back!
11,2023,Slow getting in on arrival.
11,2023,Slow airport on arrival.
11,2023,"Improve manager off workers who work in public sector, greet guest and be mannerable."
11,2023,Love it!!! Ya mon!
11,2023,Fix the air in the airport.
11,2023,Staff and accommodations make the trip. Grand Palladium need to do better.
11,2023,Please incentivize more halal food options.
11,2023,Best country to visit.
11,2023,Air conditioning in the airport and improve customs.
11,2023,Import arrival could be more smoother and accommodating.
11,2023,Need more clean restrooms.
11,2023,Communication with visitors departing country.
11,2023,Improve Speed limits and road regulations. Restless driving.
11,2023,Need to invest in the infrastructure.
11,2023,Customs/immigration was aweful and slow.
11,2023,"Loack of reliable transportation, trains, buses, taxis."
11,2023,Nexus transportation was pleasant. The staff at Secrets was amazing!!!
11,2023,I love my country. Highway 2000!!!
11,2023,Roads in Hanover - please fix.
11,2023,"Great culture, but the city needs some renovations and consistent cleaning. Local transportation would be nice such as trains."
11,2023,Find a way to get rid of the mosquitos.
11,2023,Loved my whole experience.
11,2023,More contact less payment.
11,2023,It is imperative you fix roads in Axe and Adze. My family shouldn't be inconvenienced.
11,2023,It would be nice to have diet pop at airport.
11,2023,Keep up the great work.
11,2023,I'm hungry.
11,2023,Need to improve infrastructure - roadways are in despair.
11,2023,Make tampons more available.
11,2023,Better and affordable transport.
11,2023,More help for elderly and repair of the roads.
11,2023,Wonderful visit!
11,2023,Speaking to working locals minimum wage is too low! They have to depend on additional gratuities to get by.
11,2023,I was disappointed with the food.
11,2023,Improve immigration process. Was long and unorganized.
11,2023,Don't let me go.
12,2023,fix the roads in the bush
12,2023,crimes need to be handled gives jamaica a bad name
12,2023,work on the crime
12,2023,solve the crime. we need a good health and security minister.
12,2023,things is too expensive. the prices are too high
12,2023,the banking system of accomodating visitors is poor
12,2023,need better inner cirt roads
12,2023,the roads needs fixing. too many potholes
12,2023,the roads needs fixing
12,2023,jamaica is really nice
12,2023,clean up jamaica more
12,2023,jamaica is better than expected
12,2023,great country
12,2023,prospects school needs fixing
12,2023,The roads are better now
12,2023,the jamaican people are fantastic!
12,2023,"more safety, cleanliness"
12,2023,just had a great time whenever I visit
12,2023,improve crime
12,2023,the place needs to cleanup. the crime is a concern
12,2023,"clean up the crime, it is the biggest concern"
12,2023,"The roads need fixing, too many potholes"
12,2023,Beautiful country
12,2023,the customer sercice can be improved. some airport staff are unpleasant
12,2023,the place is too crowded
12,2023,I worry about the stealing in this country.
12,2023,fix the roads. especially in portland
12,2023,we like the food more in the country. need more signage
12,2023,I find jamaica very expensive
12,2023,real lovely place
12,2023,arriving at airport and getting through was horrendous.
12,2023,immigration on arrival is very poor when visitors need water
12,2023,resort staff and hotel excellent
12,2023,"it has been best holiday i have ever had, fell in love with jamaica."
12,2023,LOVE THE BLACK COUNTRY
12,2023,BETTER INTERNET COVERAGE
12,2023,CULTRAL THING BUT SERVICE NEEDS TO BE IMPROVED. LEARN FROM MEXICO
12,2023,FIX SOME OF THE ROADS
12,2023,NOTHING IN FRENCH
12,2023,SPEAK FRENCH
12,2023,THE PEOPLE HERE ARE SO FRIENDLY AND WELCOMING
12,2023,LOVE JAMAICA. DISAPPOINTED WITH RESORT
12,2023,HAVING A TRUSTED DRIVER/GUIDE WAS A GAME CHANGER THIS TIME
12,2023,BEAUTIFUL COUNTRY!
12,2023,JAMAICA IS A BEAUTIFUL COUNTRY
12,2023,BE MORE KIND
12,2023,YOU NEED TO PUT THE LUMINIOUS LAGOON
12,2023,I LOVE JAMAICA!
12,2023,WISH THE BEACHES WERE BETTER TAKEN CARED ON
12,2023,WE REALLY ENJOYED OUR TRIP!
12,2023,"LOVE IT SO MUCH, WE PLAN TO RETIRE HERE"
12,2023,FOOD DELIVERY
12,2023,JAMAICA IS WONDERFUL. THE RIU IS NOT
12,2023,"LOVE JAMAICA AND SECRETS. LOVED THE TRIP, JUST WOULD NOT STAY AT RIU"
12,2023,JAMAICA IS GOD'S HEAVEN ON EARTH
12,2023,ARRIVAL TIME AT AIRPORT SHOULD BE REDUCED. STREAM LINED
12,2023,MORE LOCAL FOOD NEAR RESORTS
12,2023,MORE GOVERNMENT ASSISTANCE TO LOCAL RESIDENTS
12,2023,"BEAUTIFUL PEOPLE, BEAUTIFUL COUNTRY"
12,2023,I WOULD LIKE TO SEE THE ECONOMIC INCREASE BETTER LIFE
12,2023,"HAVE BETTER CUSTOMER SERVICE , ROADS NEED FIXING"
12,2023,PEOPLE ARE VERY FRIENDLY AND RESPECTFUL
12,2023,GREAT PLACE TO VACATION
12,2023,ROADS COULD BE IMPROVED.
12,2023,PEOPLE TO BE MORE FRIENDLY
12,2023,GREAT STAY!
12,2023,BEAUTIFUL COUNTRY WITH AN AMAZING CULTURE
12,2023,THANK YOU JAMAICA
12,2023,ROADS ARE BAD IN SOME AREAS
12,2023,GOVT SOLD THE PEOPLE OUT
12,2023,dont steal stuff and dont ask for a tip if I didnt receive your services
12,2023,stop asking for tips when you didnt do anything
12,2023,love jamdown
12,2023,"more arrival gates, to long of line"
12,2023,i did not receive my second stamp
12,2023,"improve signage in the terminal gates, i.e. restrooms"
12,2023,thank you for your hospitality
12,2023,"if some water activities and tours are reasonably priced, I would come more often."
12,2023,love the music & food
12,2023,aiport entry and exit needs to be more accomodating
12,2023,improve entry and exit from airport
12,2023,infastructure or lack thereof requires travelers to adapt
12,2023,invest in roads and infastructure
12,2023,thank you jamaica
12,2023,my stay was amazing
12,2023,have more authentic jamaican food @ resort i.e. jamaican patties
12,2023,wish chuka atv was longer than 45 min secrets is great
12,2023,their is no place like home
12,2023,i saw alot of plastic bottles during all the trip
1,2024,Safe food is a positive factor.
1,2024,The place needs to be cleaned up. Too much garbage everywhere. People litter everywhere.
1,2024,Only complaint is the amount of garbage lining the roads and partial on beach.
1,2024,WiFi at airport unable to access.
1,2024,Customs took very long when arriving and the heat in the airport made it very uncomfortable.
1,2024,Beautiful country with amazing people but the customer service is terrible and is costing you money. If it was faster and more proactive you would make more money.
1,2024,People rude this time!
1,2024,Improve.
1,2024,Clean the garbage up!
1,2024,Less time at arrival.
1,2024,Everyone was so nice. Travelled around quite easily.
1,2024,"Was an amazing trip, everyone treats you like family."
1,2024,Wonderful.
1,2024,Faster service in restaurants.
1,2024,Get crime under control and better country roads.
1,2024,Driving was scary.
1,2024,Airport and customs rule and experience are terrible.
1,2024,Need to improve roads.
1,2024,Let us bring 1 lb of coffee home.
1,2024,Airport staff need attitude adjustments.
1,2024,Need to update the cleanliness regularly on the streets.
1,2024,"Clean streets, more restaurants, flowers."
1,2024,Clean up the roads and restaurants. Garbage is aweful.
1,2024,Get training on customer service.
1,2024,Jamaican people need training in customer service in the hospitality industry.
1,2024,Thank you for welcoming us.
1,2024,The journey is expensive from Germany.
1,2024,Red Stripe beer nearly as good as German beer - very tasty.
1,2024,It's pity that waste is everywhere.
1,2024,Clean up your beautiful country.
1,2024,Tours are cramped they put too many people on bus at once.
1,2024,Love Jamaica. Beautiful country.
1,2024,There's so many gnats in taxis and hotel.
1,2024,Great place to vacation.
1,2024,"Great times, staff at resort and Chukka was amazing, so much fun."
1,2024,"Cleaner streets, finish constructions. Otherwise it's all perfect and beautiful."
1,2024,Double beds need to go! That shocked me. All resorts should have 2 queens.
1,2024,Things upon check in were not explained at all. First impression rough. Then it all worked out.
1,2024,"Great country and people, just expensive and many sellers on the beach."
1,2024,Cleanliness of overall town and few unfriendly staff members at attraction and airport.
1,2024,"Lovely people, culture, and amazing food."
1,2024,Local shops and stores take advantage of tourists and hijack the prices.
1,2024,Stay as amazing as you guys are! Great country! Great people.
1,2024,The airport personnel are rude and nasty acting. This counry needs to learn how to be kind.
1,2024,Chukka horse back ride too short. Dolphin Cove the best.
1,2024,The Montego Bay airport needs updates.
1,2024,Train your airport staff better for their attitude specifically at Wendys.
1,2024,Wonderful country!
1,2024,Stick to schedules!
1,2024,Bad roads need improvements.
1,2024,"Fire Kenny, Kyle, Kevin at the Westjet check in. He hid his name tag."
1,2024,Fire Kenny from Westjet.
1,2024,Great vacation here.
1,2024,We had a lovely time and we look forward to visiting again.
1,2024,"Fix the potholes, particularly to White House."
1,2024,Most of the local malls didn't have interesting stores; big but empty.
1,2024,I'll be back!
1,2024,Manton Beaches keep them safe and clean.
1,2024,You have a great tourist destination but clean up road to Negril and give fresh paint to all buildings in bright pastels and pay teenagers to clean and maintain.
1,2024,There should be a cruise from Jamaica to just the Caribbean. Jamaica is very dirty. Charge people for messing up the place.Delta needs flight from Kingston to New York.
1,2024,Clean up the place. Get crime under control.
1,2024,Cost of living is too high. Need bushing.
1,2024,Road maintenance in rural areas. Friendly people and general service was professional.
1,2024,Crime is a concern. Find and get down the crime.
1,2024,Do something about the taxi men on the road.
1,2024,Nah change nothing bout yah. More good production.
1,2024,Bring back our culture. Couldn't get like certain to buy certain things I would buy got because I could find them.
1,2024,Jamaica is a wonderful island full of vibrant people and is greatly misjudged.
1,2024,Banking system needs improvement.
1,2024,The roads as improve still our culture.
1,2024,It's good.
1,2024,The crime is a concern. Customer service is poor.
1,2024,Cost of things and fix the roads please.
1,2024,The Kiosk system is too slow and a lot of us need help to use. People should have to be embarassed to they they can't read.
